Manufactuer,Discription,Capacaty,RPM,Interface,Cache,Class
DELL,Dell 341-5906 750GB 7200 RPM SATA Internal Hard Drive Dell 341-5906 750GB 7200 RPM SATA Internal Hard Drive,750,7200,,,
FUJITSU - Storage/Hard Drive,"Fujitsu MAX3036NP 36.7GB 15000 RPM 8MB Cache SCSI Ultra320 68pin 3.5"" Hard Drive Bare Drive Fujitsu MAX3036NP 36.7GB 15000 RPM 8MB Cache SCSI Ultra320 68pin 3.5"" Hard Drive Bare Drive",36,15000,SCSI Ultra,8,
Western Digital,Western Digital 3 TB 3.5-Inch WD Se SATA III 7200 RPM 64 MB Cache Bulk/OEM Enterprise Hard Drive WD3000F9YZ Western Digital 3 TB 3.5-Inch WD Se SATA III 7200 RPM 64 MB Cache Bulk/OEM Enterprise Hard Drive WD3000F9YZ,3000,7200,SATA 6.0Gb/s,64,
FUJITSU - Storage/Hard Drive,"Fujitsu MBA3073NP 73.5GB 15000 RPM 8MB Cache SCSI Ultra320 68pin 3.5"" Internal Hard Drive Bare Drive Fujitsu MBA3073NP 73.5GB 15000 RPM 8MB Cache SCSI Ultra320 68pin 3.5"" Internal Hard Drive Bare Drive",73.5,15000,SCSI Ultra,8,
Axiom,Axiom 3 TB 3.5' Internal Hard Drive Axiom 3 TB 3.5' Internal Hard Drive,3000,,,,
Seagate,"Seagate Pipeline HD ST3160310CS 160GB 5900 RPM 8MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Seagate Pipeline HD ST3160310CS 160GB 5900 RPM 8MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",160,5900,SATA 3.0Gb/s,8,Pipeline
Axiom,Axiom AXD-PE100072SF 1 TB 3.5' Internal Hard Drive Axiom AXD-PE100072SF 1 TB 3.5' Internal Hard Drive,1024,,,,
Axiom,"Axiom AXD-PE7310D 73GB SAS 3Gb/s 3.5"" Internal Hard Drive Kit Axiom AXD-PE7310D 73GB SAS 3Gb/s 3.5"" Internal Hard Drive Kit",73,,SAS 3.0Gb/s,,
IBM,"IBM 41Y8471 - 2TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive IBM 41Y8471 - 2TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive",2048,7200,SAS 6.0Gb/s,,
DELL,"Dell A3562406 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive Dell A3562406 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",600,15000,SAS 12.0Gb/s,,
Seagate,"Seagate Barracuda ST3750525AS 750GB 7200 RPM 32MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive Seagate Barracuda ST3750525AS 750GB 7200 RPM 32MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive",750,7200,SATA 6.0Gb/s,32,Barracuda
Hewlett-Packard,HP 718292-001 1.2TB 10K 6Gb/s SFF SAS SC HP 718292-001 1.2TB 10K 6Gb/s SFF SAS SC,2048,10000,SAS 6.0Gb/s,,
IBM,"IBM 49Y2051 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive IBM 49Y2051 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",600,10000,SAS 12.0Gb/s,,
Western Digital,Western Digital 250 GB Caviar Blue SATA 3 Gb/s 7200 RPM 8 MB Cache Bulk/OEM Desktop Hard Drive - WD2500AAJS Western Digital 250 GB Caviar Blue SATA 3 Gb/s 7200 RPM 8 MB Cache Bulk/OEM Desktop Hard Drive - WD2500AAJS,250,7200,SATA 3.0Gb/s,8,Caviar Blue
DELL,"Dell 342-2064 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-2064 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",450,15000,SAS 12.0Gb/s,,
Western Digital,"Western Digital WD Blue WD2500AAJB 250GB 7200RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Desktop Hard Drive -OEM w/1 Year Warranty Western Digital WD Blue WD2500AAJB 250GB 7200RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Desktop Hard Drive -OEM w/1 Year Warranty",250,7200,IDE Ultra ,8,Blue
Axiom,"Axiom 500 GB 3.5"" Internal Hard Drive Axiom 500 GB 3.5"" Internal Hard Drive",500,,,,
Western Digital,"Western Digital Caviar RE WD2500YD 250GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Western Digital Caviar RE WD2500YD 250GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",250,7200,SATA 3.0Gb/s,16,Caviar RE
"WL 2TB (2 Terabyte) 64MB Cache 7200RPM SATA III (6.0Gb/s) Internal Desktop 3.5"" Hard Drive - w/ 1 Year Warranty","WL 2TB (2 Terabyte) 64MB Cache 7200RPM SATA III (6.0Gb/s) Internal Desktop 3.5"" Hard Drive - w/ 1 Year Warranty WL 2TB (2 Terabyte) 64MB Cache 7200RPM SATA III (6.0Gb/s) Internal Desktop 3.5"" Hard Drive - w/ 1 Year Warranty",2048,7200,SATA 6.0Gb/s,64,
DELL,"Dell 342-1909 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-1909 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",2048,7200,SAS 6.0Gb/s,,
IBM,"IBM 90Y8578 - 3TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive IBM 90Y8578 - 3TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",3000,7200,SAS 6.0Gb/s,,
Seagate,"Seagate ST4000NM0014 3.5"" 4TB SAS 12Gb/s 7.2K RPM 4kN 128M Internal Enterprise Hard Drive Seagate ST4000NM0014 3.5"" 4TB SAS 12Gb/s 7.2K RPM 4kN 128M Internal Enterprise Hard Drive",4000,7200,SAS 12.0Gb/s,128,Enterprise
Axiom,Axiom 44W2244-AX 600 GB 3.5' Internal Hard Drive Axiom 44W2244-AX 600 GB 3.5' Internal Hard Drive,600,,,,
IBM,"IBM 49Y7410 - 600GB 2.5"" SAS 10K 6Gb/s Slim-HS Hard Drive IBM 49Y7410 - 600GB 2.5"" SAS 10K 6Gb/s Slim-HS Hard Drive",600,10000,SAS 12.0Gb/s,,
IBM,"IBM 90Y8910 - 600GB 2.5"" SAS 10K 6Gb/s HS Secure Encrypted Drive IBM 90Y8910 - 600GB 2.5"" SAS 10K 6Gb/s HS Secure Encrypted Drive",600,10000,SAS 12.0Gb/s,,
Seagate,"Seagate ST4000NM0054 4TB 7200 RPM 128MB Cache SAS 12Gb/s 3.5"" SED Enterprise Hard Drive Bare Drive Seagate ST4000NM0054 4TB 7200 RPM 128MB Cache SAS 12Gb/s 3.5"" SED Enterprise Hard Drive Bare Drive",4000,7200,SAS 12.0Gb/s,128,Enterprise
Seagate,Seagate Cheetah NS ST3400755FC 400 GB 3.5' Internal Hard Drive Seagate Cheetah NS ST3400755FC 400 GB 3.5' Internal Hard Drive,400,,,,Cheetah
SAMSUNG,"SAMSUNG Spinpoint F3 ST1000DM005/HD103SJ 1TB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive SAMSUNG Spinpoint F3 ST1000DM005/HD103SJ 1TB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",1024,7200,SATA 3.0Gb/s,32,
Axiom,Axiom 3 TB 3.5' Internal Hard Drive Axiom 3 TB 3.5' Internal Hard Drive,3000,,,,
Western Digital,"Western Digital WD Black WD1001FAES 1TB 64MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital WD Black WD1001FAES 1TB 64MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",1024,,SATA 3.0Gb/s,64,Black
Maxtor,"Maxtor (5A320J0) 320GB 2MB Cache ATA/133 IDE (PATA) 3.5"" Desktop Hard Drive Maxtor (5A320J0) 320GB 2MB Cache ATA/133 IDE (PATA) 3.5"" Desktop Hard Drive",320,,,2,
"Total Micro 500HDGI3S-TM 500GB 7200 RPM SATA 3.5"" Hard Drive","Total Micro 500HDGI3S-TM 500GB 7200 RPM SATA 3.5"" Hard Drive Total Micro 500HDGI3S-TM 500GB 7200 RPM SATA 3.5"" Hard Drive",500,7200,,,
DELL,"Dell 342-1902 - 1TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive Dell 342-1902 - 1TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
Western Digital,Western Digital Caviar Blue 640 GB Bulk/OEM Hard Drive 3.5 Inch 16 MB Cache 7200 RPM SATA II WD6400AAKS Western Digital Caviar Blue 640 GB Bulk/OEM Hard Drive 3.5 Inch 16 MB Cache 7200 RPM SATA II WD6400AAKS,640,7200,SATA 3.0Gb/s,16,Caviar Blue
HGST,"Hitachi GST Ultrastar 15K300 HUS153030VLS300 (0B22132) 300GB 15000 RPM 16MB Cache Serial Attached SCSI (SAS) 3.5"" Hard Drive Bare Drive Hitachi GST Ultrastar 15K300 HUS153030VLS300 (0B22132) 300GB 15000 RPM 16MB Cache Serial Attached SCSI (SAS) 3.5"" Hard Drive Bare Drive",300,15000,SCSI Ultra,16,
DELL,"Dell 342-5744 - 1TB 2.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-5744 - 1TB 2.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
Western Digital,Western Digital 250 GB Caviar Blue SATA 3 Gb/s 7200 RPM 8 MB Cache Bulk/OEM Desktop Hard Drive - WD2500AAJS Western Digital 250 GB Caviar Blue SATA 3 Gb/s 7200 RPM 8 MB Cache Bulk/OEM Desktop Hard Drive - WD2500AAJS,250,7200,SATA 3.0Gb/s,8,Caviar Blue
Seagate,"Seagate Barracuda LP ST32000542AS 2TB 5900 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Seagate Barracuda LP ST32000542AS 2TB 5900 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",2048,5900,SATA 3.0Gb/s,32,Barracuda
Axiom,Axiom 42D0519-AX 450 GB 3.5' Internal Hard Drive Axiom 42D0519-AX 450 GB 3.5' Internal Hard Drive,450,,,,
Axiom,"Axiom 3 TB 3.5"" Internal Hard Drive - OEM Axiom 3 TB 3.5"" Internal Hard Drive - OEM",3000,,,,
IBM,"IBM 42D0779 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive IBM 42D0779 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
Seagate,"Seagate Surveillance HDD ST2000VX005 2TB 5900 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive + Rescue Data Recoery Services Seagate Surveillance HDD ST2000VX005 2TB 5900 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive + Rescue Data Recoery Services",2048,5900,SATA 6.0Gb/s,64,Surveillance
DELL,"Dell 342-1906 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-1906 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-2326 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-2326 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",600,15000,SAS 12.0Gb/s,,
DELL,"Dell 342-3496 - 300GB 2.5"" SAS 15K 6Gb/s HS Secure Encrypted Drive Dell 342-3496 - 300GB 2.5"" SAS 15K 6Gb/s HS Secure Encrypted Drive",300,15000,SAS 12.0Gb/s,,
Western Digital,"WD Xe WD6001HKHG 600GB 10000 RPM 32MB Cache SAS 6Gb/s 3.5"" Internal Hard Drive Bare Drive WD Xe WD6001HKHG 600GB 10000 RPM 32MB Cache SAS 6Gb/s 3.5"" Internal Hard Drive Bare Drive",600,10000,SAS 6.0Gb/s,32,XE
Hewlett-Packard,"HP 713827-B21 - 600GB 2.5"" SAS 10K 6Gb/s HS Enterprise Dual Port Hard Drive HP 713827-B21 - 600GB 2.5"" SAS 10K 6Gb/s HS Enterprise Dual Port Hard Drive",600,10000,SAS 12.0Gb/s,,
Seagate,"SEAGATE ST5000NM0084 3.5"" 5TB SATA3.0 6GB/S 7.2K RPM 512E 128M Internal Enterprise Hard Drive SEAGATE ST5000NM0084 3.5"" 5TB SATA3.0 6GB/S 7.2K RPM 512E 128M Internal Enterprise Hard Drive",5000,7200,SAS 6.0Gb/s,128,Enterprise
Hewlett-Packard,"HP 574271-001 1TB 7200 RPM SATA 3.0Gb/s 3.5"" Internal Hard Drive HP 574271-001 1TB 7200 RPM SATA 3.0Gb/s 3.5"" Internal Hard Drive",1024,7200,SATA 3.0Gb/s,,
IBM,"IBM 81Y9848 - 1TB 2.5"" Near Line SATA 7.2K 6Gb/s HS Hard Drive IBM 81Y9848 - 1TB 2.5"" Near Line SATA 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-2977 - 900GB 2.5"" SAS 10K 6Gb/s HS Hard Drive Dell 342-2977 - 900GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",900,10000,SAS 12.0Gb/s,,
Axiom,Axiom 628059-B21-AX 3 TB 3.5' Internal Hard Drive Axiom 628059-B21-AX 3 TB 3.5' Internal Hard Drive,3000,,,,
DELL,"Dell 462-6558 1TB 7200 RPM SAS 6Gb/s 3.5"" Internal Hard Drive Dell 462-6558 1TB 7200 RPM SAS 6Gb/s 3.5"" Internal Hard Drive",1024,7200,SAS 6.0Gb/s,,
Hewlett-Packard,653957-001 HP 600GB 10K 6Gb/s SFF SAS SC 653957-001 HP 600GB 10K 6Gb/s SFF SAS SC,600,10000,SAS 6.0Gb/s,,
Axiom,Axiom 516828-B21-AX 600 GB 3.5' Internal Hard Drive Axiom 516828-B21-AX 600 GB 3.5' Internal Hard Drive,600,,,,
Western Digital,Western Digital 750 GB Caviar Black SATA 7200 RPM 32 MB Cache Bulk/OEM Desktop Hard Drive WD7501AALS Western Digital 750 GB Caviar Black SATA 7200 RPM 32 MB Cache Bulk/OEM Desktop Hard Drive WD7501AALS,750,7200,,,Black
Axiom,Axiom AXD-PE30010G 300GB 10000 RPM SAS Internal Hard Drive Axiom AXD-PE30010G 300GB 10000 RPM SAS Internal Hard Drive,300,10000,,,
Hewlett-Packard,"HP 642114-B21 - 600GB 2.5"" SAS 10K 6Gb/s HS Midline Dual Port Hard Drive HP 642114-B21 - 600GB 2.5"" SAS 10K 6Gb/s HS Midline Dual Port Hard Drive",600,10000,SAS 12.0Gb/s,,
Seagate,"Seagate Barracuda ST3160316AS 160GB 7200 RPM 8MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive Seagate Barracuda ST3160316AS 160GB 7200 RPM 8MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive",160,7200,SATA 6.0Gb/s,8,Barracuda
Western Digital,Western Digital WD800BB 80GB UDMA/100 7200RPM 2MB IDE Hard Drive Western Digital WD800BB 80GB UDMA/100 7200RPM 2MB IDE Hard Drive,80,7200,,2,
Seagate,"Seagate Barracuda ES ST3750641NS 750GB 7200 RPM SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Seagate Barracuda ES ST3750641NS 750GB 7200 RPM SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",750,7200,SATA 3.0Gb/s,,Barracuda
Western Digital,"Western Digital Raptor X WD1500AHFD 150GB 10000 RPM 16MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive Western Digital Raptor X WD1500AHFD 150GB 10000 RPM 16MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive",1500,10000,SATA 1.5Gb/s,16,Raptor
Hewlett-Packard,"HP E2D54A 146GB 15000 RPM SAS 6Gb/s 2.5"" Internal Hard Drive HP E2D54A 146GB 15000 RPM SAS 6Gb/s 2.5"" Internal Hard Drive",146,15000,SAS 6.0Gb/s,,
Seagate,"Seagate Cheetah ST3600057FC 600GB 15000 RPM 16MB Cache Fibre Channel 4Gb/s 3.5"" Internal Hard Drive Bare Drive Seagate Cheetah ST3600057FC 600GB 15000 RPM 16MB Cache Fibre Channel 4Gb/s 3.5"" Internal Hard Drive Bare Drive",600,15000,,16,Cheetah
Hewlett-Packard,"HP 658080-B21 - 2TB 3.5"" SATA 7.2K 6Gb/s SC Midline Hard Drive HP 658080-B21 - 2TB 3.5"" SATA 7.2K 6Gb/s SC Midline Hard Drive",2048,7200,SAS 6.0Gb/s,,
Hewlett-Packard,653954-001 HP 1TB 6Gb/s 7.2K SFF SAS SC 653954-001 HP 1TB 6Gb/s 7.2K SFF SAS SC,1024,7200,SAS 6.0Gb/s,,
Seagate,"Seagate Cheetah 15K.5 ST373455LW 73.4GB 15000 RPM 16MB Cache SCSI Ultra320 68pin 3.5"" Hard Drive Bare Drive Seagate Cheetah 15K.5 ST373455LW 73.4GB 15000 RPM 16MB Cache SCSI Ultra320 68pin 3.5"" Hard Drive Bare Drive",73,15000,SCSI Ultra,16,Cheetah
Western Digital,WD RE SAS 4 TB Enterprise Hard Drive: 3.5 Inch 7200 RPM SAS 32 MB Cache - WD4001FYYG WD RE SAS 4 TB Enterprise Hard Drive: 3.5 Inch 7200 RPM SAS 32 MB Cache - WD4001FYYG,4000,7200,,,RE
DELL,"Dell 342-3415 - 500GB 3.5"" SATA 7.2K 3Gb/s HS Hard Drive Dell 342-3415 - 500GB 3.5"" SATA 7.2K 3Gb/s HS Hard Drive",500,7200,SATA 3.0Gb/s,,
DELL,"Dell 341-8937 - 600GB 3.5"" SAS 10K 6Gb/s HS Hard Drive Dell 341-8937 - 600GB 3.5"" SAS 10K 6Gb/s HS Hard Drive",600,10000,SAS 12.0Gb/s,,
Axiom,"Axiom 40K1043-AX 73 GB 3.5"" Internal Hard Drive Axiom 40K1043-AX 73 GB 3.5"" Internal Hard Drive",73,,,,
Seagate,"Seagate ST2000NM0044 2TB 7200 RPM 128MB Cache SATA 6.0Gb/s 3.5"" SED Enterprise Hard Drive Bare Drive Seagate ST2000NM0044 2TB 7200 RPM 128MB Cache SATA 6.0Gb/s 3.5"" SED Enterprise Hard Drive Bare Drive",2048,7200,SATA 6.0Gb/s,128,Enterprise
Hewlett-Packard,MSA 450GB 12G SAS 15K 2.5IN ENT HDD MSA 450GB 12G SAS 15K 2.5IN ENT HDD,450,15000,SAS 12.0Gb/s,,
DELL,"Dell 342-5401 - 3TB 3.5"" SATA 7.2K 3Gb/s HS Hard Drive Dell 342-5401 - 3TB 3.5"" SATA 7.2K 3Gb/s HS Hard Drive",3000,7200,SATA 3.0Gb/s,,
IBM,"IBM 49Y2024 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive IBM 49Y2024 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",600,10000,SAS 12.0Gb/s,,
IBM,"IBM 49Y1902 2 TB 3.5"" Internal Hard Drive IBM 49Y1902 2 TB 3.5"" Internal Hard Drive",2048,,,,
Hewlett-Packard,HP 628063-B21 3 TB 3.5' Internal Hard Drive HP 628063-B21 3 TB 3.5' Internal Hard Drive,3000,,,,
IBM,"IBM 74Y4900 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive IBM 74Y4900 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",600,10000,SAS 12.0Gb/s,,
Western Digital,Western Digital 500 GB Caviar Blue SATA 3 Gb/s 7200 RPM 8 MB Cache Bulk/OEM Desktop Hard Drive - WD5000AAJS Western Digital 500 GB Caviar Blue SATA 3 Gb/s 7200 RPM 8 MB Cache Bulk/OEM Desktop Hard Drive - WD5000AAJS,500,7200,SATA 3.0Gb/s,8,Caviar Blue
DELL,"Dell 342-2057 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-2057 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",600,15000,SAS 12.0Gb/s,,
DELL,"Dell 342-2097 - 1TB 3.5"" SATA 7.2K 6Gb/s HS Hard Drive Dell 342-2097 - 1TB 3.5"" SATA 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-0898 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-0898 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",2048,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-4151 - 1TB 2.5"" SATA 7.2K 3Gb/s HS Hard Drive Dell 342-4151 - 1TB 2.5"" SATA 7.2K 3Gb/s HS Hard Drive",1024,7200,SATA 3.0Gb/s,,
IBM,IBM IC35L073UCDY10-0 736GB SCA80 Hard Drive IBM IC35L073UCDY10-0 736GB SCA80 Hard Drive,36,,SATA 6.0Gb/s,,
IBM,"IBM 74Y4290 - 900GB 2.5"" SAS 10K 6Gb/s HS Hard Drive IBM 74Y4290 - 900GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",900,10000,SAS 12.0Gb/s,,
Western Digital,"WD WD Green WD7500AAVS-00D7B0 750GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive WD WD Green WD7500AAVS-00D7B0 750GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive",750,7200,SATA 3.0Gb/s,16,Green
IBM,"IBM 49Y7406 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive IBM 49Y7406 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",600,10000,SAS 12.0Gb/s,,
Western Digital,"Western Digital Raptor WD360ADFD 36GB 10000 RPM 16MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive Western Digital Raptor WD360ADFD 36GB 10000 RPM 16MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive",1500,10000,SATA 1.5Gb/s,16,Raptor
IBM,"IBM 00W1545 - 4TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Secure Encrypted Drive IBM 00W1545 - 4TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Secure Encrypted Drive",4000,7200,SAS 6.0Gb/s,,
Toshiba,"TOSHIBA MBF245LRC 450GB 10025 RPM 16MB Cache SAS 6Gb/s 2.5"" Enterprise Hard Drive TOSHIBA MBF245LRC 450GB 10025 RPM 16MB Cache SAS 6Gb/s 2.5"" Enterprise Hard Drive",450,,SAS 6.0Gb/s,16,
Western Digital,Western Digital Caviar Blue 320 GB Bulk/OEM Hard Drive 3.5 Inch 16 MB Cache 7200 RPM SATA II WD3200AAKS Western Digital Caviar Blue 320 GB Bulk/OEM Hard Drive 3.5 Inch 16 MB Cache 7200 RPM SATA II WD3200AAKS,320,7200,SATA 3.0Gb/s,16,Caviar Blue
Seagate,"Seagate Barracuda 7200.7 ST3120022A 120GB 7200 RPM 2MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive Seagate Barracuda 7200.7 ST3120022A 120GB 7200 RPM 2MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive",120,7200,IDE Ultra ,2,Barracuda
Western Digital,"Western Digital Caviar RE WD1200SD 120GB 7200 RPM 8MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive Western Digital Caviar RE WD1200SD 120GB 7200 RPM 8MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive",1500,7200,SATA 1.5Gb/s,8,Caviar RE
Seagate,"Seagate ST600MP0005 2.5"" 600GB SAS 12Gb/s 15K RPM 128M ValkyrieBP (512N) Internal Enterprise Hard Drive Seagate ST600MP0005 2.5"" 600GB SAS 12Gb/s 15K RPM 128M ValkyrieBP (512N) Internal Enterprise Hard Drive",600,15000,SAS 12.0Gb/s,128,Enterprise
Hewlett-Packard,"HP 488058-001 146GB 15000 RPM SAS 3Gb/s 3.5"" Internal Hard Drive HP 488058-001 146GB 15000 RPM SAS 3Gb/s 3.5"" Internal Hard Drive",146,15000,SAS 3.0Gb/s,,
Western Digital,"WD Velociraptor WD1000DHTZ 1TB 3.5"" SATA Hard Drive WD Velociraptor WD1000DHTZ 1TB 3.5"" SATA Hard Drive",1024,,,,VelociRaptor
Maxtor,"Maxtor MaXLine Pro 500 7H500F0 500GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Maxtor MaXLine Pro 500 7H500F0 500GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",500,7200,SATA 3.0Gb/s,16,
DELL,"Dell 342-1543 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-1543 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",450,15000,SAS 12.0Gb/s,,
Western Digital,"Western Digital Caviar RE WD1600SB 160GB 7200 RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive Western Digital Caviar RE WD1600SB 160GB 7200 RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive",160,7200,IDE Ultra ,8,Caviar RE
IBM,"IBM 81Y9801 - 3TB 3.5"" Near Line SATA 7.2K 6Gb/s HS Hard Drive IBM 81Y9801 - 3TB 3.5"" Near Line SATA 7.2K 6Gb/s HS Hard Drive",3000,7200,SAS 6.0Gb/s,,
IBM,"IBM 49Y1865 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive IBM 49Y1865 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",450,15000,SAS 12.0Gb/s,,
IBM,"IBM 42D0640 - 300GB 2.5"" SAS 10K 6Gb/s Slim-HS Hard Drive IBM 42D0640 - 300GB 2.5"" SAS 10K 6Gb/s Slim-HS Hard Drive",300,10000,SAS 12.0Gb/s,,
DELL,"Dell 342-1803 - 500GB 2.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-1803 - 500GB 2.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",500,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-2241 - 300GB 2.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-2241 - 300GB 2.5"" SAS 15K 6Gb/s HS Hard Drive",300,15000,SAS 12.0Gb/s,,
Hewlett-Packard,"HP AG883A 1TB 7200 RPM Fibre Channel 3.5"" Internal Hard Drive HP AG883A 1TB 7200 RPM Fibre Channel 3.5"" Internal Hard Drive",1024,7200,,,
Western Digital,"Western Digital AV-GP WD3200AVVS 320GB 8MB Cache SATA 3.0Gb/s 3.5"" Internal Desktop Hard Drive -OEM w/ 1 Year Warranty Western Digital AV-GP WD3200AVVS 320GB 8MB Cache SATA 3.0Gb/s 3.5"" Internal Desktop Hard Drive -OEM w/ 1 Year Warranty",320,,SATA 3.0Gb/s,8,AV-GP
DELL,"Dell A6305674 - 2TB 3.5"" SATA 7.2K 6Gb/s HS Hard Drive Dell A6305674 - 2TB 3.5"" SATA 7.2K 6Gb/s HS Hard Drive",2048,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-4875 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-4875 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",2048,7200,SAS 6.0Gb/s,,
Axiom,Axiom AXD-PE200072SD 2 TB 3.5' Internal Hard Drive Axiom AXD-PE200072SD 2 TB 3.5' Internal Hard Drive,2048,,,,
